Brand/Company Name,Audience Segment,Audience List Type,Creative Size,DMA Name,Exchange,Impressions,Measurable Impressions,Viewable Impressions,Clicks,Total Conversions,Gross Cost,Net Cost
Choose your advertiser name,Media and Entertainment Â» Audio and Video Streaming Â» Streaming Audio,Third Party,300x250,"Chicago, Illinois",Google Ad Manager,967784,774227,474059,339,23,1530.553686,491.3077332
Choose your advertiser name,Media and Entertainment Â» Audio and Video Streaming,Third Party,300x250,"Chattanooga, Tennessee",Yahoo Exchange,1290776,1032621,632274,520,19,2006.951657,644.2314819
Choose your advertiser name,Media and Entertainment,Third Party,320x50,"Atlanta, Georgia",Google Ad Manager,2157103,1725682,1056635,745,25,3178.610315,1020.333911
Choose your advertiser name,Media & Entertainment,Third Party,300x250,"Chicago, Illinois",Google Ad Manager,1141095,912876,558954,377,25,1635.920216,525.1303893
Choose your advertiser name,Lotame Â» Travel Â» Winter Holiday Travel,Third Party,300x250,"Indianapolis, Indiana",Magnite DV+,930546,744437,455819,272,21,1463.842874,469.8935626
Choose your advertiser name,Lotame Â» Travel Â» Thanksgiving Travel,Third Party,320x50,"Cincinnati, Ohio",Google Ad Manager,970834,776667,475553,301,15,1513.088728,485.7014817
Choose your advertiser name,Lotame Â» Travel Â» Summer Travel,Third Party,300x250,"Tampa-St Petersburg (Sarasota), Florida",Google Ad Manager,1020933,816746,500094,352,20,1588.6475,509.9558475
Choose your advertiser name,Lotame Â» Travel Â» International Travel,Third Party,300x250,"Indianapolis, Indiana",Google Ad Manager,931701,745361,456385,319,12,1466.285104,470.6775184
Choose your advertiser name,Lotame Â» Travel Â» Cruise Travel,Third Party,320x50,"Detroit, Michigan",Google Ad Manager,913183,730546,447313,323,27,1441.895139,462.8483396
Choose your advertiser name,Lotame Â» Travel,Third Party,320x50,"Chicago, Illinois",BidSwitch,1016824,813459,498081,372,7,1568.321211,503.4311087
Choose your advertiser name,Lotame Â» Technology Â» Mobile Phones,Third Party,300x250,"Champaign & Springfield-Decatur,Illinois",PubMatic,943902,755122,462361,313,23,1476.419509,473.9306624
Choose your advertiser name,Lotame Â» Technology Â» Home Audio & Video,Third Party,320x50,"Chicago, Illinois",PubMatic,964507,771606,472454,304,5,1511.199283,485.0949698
Choose your advertiser name,Lotame Â» Technology Â» Electronics & Gadgets,Third Party,300x250,"Flint-Saginaw-Bay City, Michigan",Google Ad Manager,1063857,851086,521120,331,20,1639.813696,526.3801964
Choose your advertiser name,Lotame Â» Technology Â» Computers & Software,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",Google Ad Manager,1027515,822012,503318,352,17,1586.660442,509.3180019
Choose your advertiser name,Lotame Â» Technology,Third Party,320x50,"Indianapolis, Indiana",Google Ad Manager,1250086,1000069,612342,480,10,1908.526117,612.6368836
Choose your advertiser name,"Lotame Â» Style, Fashion & Clothing Â» Women's Clothing Shoppers",Third Party,320x50,"Orlando-Daytona Beach, Florida",Magnite DV+,935930,748744,458456,294,10,1473.192464,472.8947809
Choose your advertiser name,"Lotame Â» Style, Fashion & Clothing Â» Style & Fashion",Third Party,320x50,"Atlanta, Georgia",Google Ad Manager,1048091,838473,513397,364,8,1626.728001,522.1796883
Choose your advertiser name,"Lotame Â» Style, Fashion & Clothing Â» Men's Clothing Shoppers",Third Party,320x50,"Chicago, Illinois",PubMatic,928762,743010,454945,286,11,1460.009754,468.663131
Choose your advertiser name,"Lotame Â» Style, Fashion & Clothing Â» Clothing Shoppers",Third Party,300x250,"Nashville, Tennessee",Index Exchange,987716,790173,483823,392,30,1540.46935,494.4906614
Choose your advertiser name,"Lotame Â» Style, Fashion & Clothing Â» Children's Clothing Shoppers",Third Party,320x50,"Knoxville, Tennessee",Yieldmo,986311,789049,483135,316,10,1539.60069,494.2118215
Choose your advertiser name,"Lotame Â» Style, Fashion & Clothing",Third Party,320x50,"Tri-Cities, Tennessee-Virginia",Google Ad Manager,1057730,846184,518118,339,24,1639.72335,526.3511954
Choose your advertiser name,Lotame Â» Social Media Â» Online Dating,Third Party,320x50,"Meridian, Mississippi",Google Ad Manager,952323,761858,466486,305,17,1491.120403,478.6496494
Choose your advertiser name,Lotame Â» Social Media,Third Party,300x250,"Chicago, Illinois",Google Ad Manager,1037474,829979,508196,359,29,1600.769588,513.8470377
Choose your advertiser name,Lotame Â» Personal Finance Â» Stocks,Third Party,300x250,"Atlanta, Georgia",Yahoo Exchange,924549,739639,452881,300,12,1447.927193,464.784629
Choose your advertiser name,Lotame Â» Personal Finance Â» Real Estate,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",BidSwitch,966961,773569,473656,307,4,1516.157887,486.6866817
Choose your advertiser name,Lotame Â» Personal Finance Â» Online Banking,Third Party,320x50,"Indianapolis, Indiana",Google Ad Manager,964138,771310,472273,323,22,1505.881088,483.3878292
Choose your advertiser name,Lotame Â» Personal Finance Â» Estate Planning,Third Party,320x50,"Detroit, Michigan",Google Ad Manager,934093,747274,457556,311,34,1455.703554,467.2808408
Choose your advertiser name,Lotame Â» Personal Finance,Third Party,320x50,"Indianapolis, Indiana",Google Ad Manager,1030580,824464,504819,316,18,1597.782394,512.8881485
Choose your advertiser name,Lotame Â» Online Shoppers Â» Online Shoppers,Third Party,300x250,"Grand Rapids-Kalamazoo, Michigan",BidSwitch,989083,791266,484492,315,31,1543.66142,495.5153158
Choose your advertiser name,Lotame Â» Online Shoppers,Third Party,300x250,"Atlanta, Georgia",Google Ad Manager,1004263,803410,491928,360,22,1561.998733,501.4015933
Choose your advertiser name,Lotame Â» Offline CPG Purchasers Â» Product Segment Â» Home Supplies,Third Party,300x250,"Detroit, Michigan",PubMatic,915966,732773,448677,252,12,1442.032183,462.8923307
Choose your advertiser name,Lotame Â» Offline CPG Purchasers Â» Product Segment,Third Party,300x250,"Atlanta, Georgia",Google Ad Manager,1014909,811927,497143,387,32,1579.379602,506.9808522
Choose your advertiser name,Lotame Â» Offline CPG Purchasers,Third Party,320x50,"Tampa-St Petersburg (Sarasota), Florida",BidSwitch,1018083,814466,498698,351,7,1582.062349,507.842014
Choose your advertiser name,Lotame Â» News & Politics,Third Party,300x250,"Atlanta, Georgia",Google Ad Manager,1116127,892902,546724,362,27,1710.104094,548.9434142
Choose your advertiser name,Lotame Â» Home & Family Â» School & Education,Third Party,320x50,"Davenport,Iowa-Rock Island-Moline,Illinois",Magnite DV+,1093518,874814,535649,370,22,1686.691212,541.4278791
Choose your advertiser name,Lotame Â» Home & Family Â» Parenting,Third Party,300x250,"Atlanta, Georgia",PubMatic,1041083,832866,509964,328,14,1614.370249,518.2128499
Choose your advertiser name,Lotame Â» Home & Family Â» Outdoor Enthusiasts,Third Party,300x250,"Detroit, Michigan",Sharethrough,1001919,801535,490780,332,20,1560.677673,500.977533
Choose your advertiser name,Lotame Â» Home & Family Â» New Years Resolution Makers,Third Party,300x50,"Chicago, Illinois",Yahoo Exchange,1109269,887415,543364,328,18,1711.493374,549.3893731
Choose your advertiser name,Lotame Â» Home & Family Â» Home Improvement,Third Party,300x250,"Louisville, Kentucky",BidSwitch,1032721,826177,505868,369,13,1602.678259,514.4597211
Choose your advertiser name,Lotame Â» Home & Family Â» Green Living,Third Party,320x50,"Atlanta, Georgia",Google Ad Manager,1024073,819258,501632,349,22,1588.502561,509.9093221
Choose your advertiser name,Lotame Â» Home & Family Â» Do It Yourself (DIY),Third Party,300x250,"Nashville, Tennessee",BidSwitch,1001734,801387,490689,299,20,1562.880914,501.6847734
Choose your advertiser name,Lotame Â» Home & Family Â» Cat Lovers,Third Party,300x50,"Orlando-Daytona Beach, Florida",BidSwitch,982624,786099,481328,319,12,1529.114942,490.8458964
Choose your advertiser name,Lotame Â» Home & Family Â» Animal Lovers,Third Party,300x250,"West Palm Beach-Ft. Pierce, Florida",Google Ad Manager,1024837,819870,502006,313,20,1588.377753,509.8692587
Choose your advertiser name,Lotame Â» Home & Family,Third Party,320x50,"Chicago, Illinois",BidSwitch,1161813,929450,569102,374,22,1785.007458,572.987394
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» Wimbledon (Tennis),Third Party,320x50,"Atlanta, Georgia",Google Ad Manager,919149,735319,450236,232,22,1440.517439,462.4060979
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» The Open Championship (Golf),Third Party,320x50,"Miami-Ft. Lauderdale, Florida",Google Ad Manager,929220,743376,455169,272,10,1463.240994,469.7003591
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» Super Bowl,Third Party,320x50,"Chicago, Illinois",Google Ad Manager,964886,771909,472640,328,26,1511.198062,485.0945779
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» Summer Olympic Sports,Third Party,320x50,"Chicago, Illinois",Google Ad Manager,1057375,845900,517945,354,20,1636.121758,525.1950843
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» PGA Championship,Third Party,320x50,"Orlando-Daytona Beach, Florida",Google Ad Manager,928947,743158,455036,321,24,1462.925108,469.5989597
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» People's Choice Awards,Third Party,320x50,"Detroit, Michigan",PubMatic,994572,795658,487181,356,18,1542.777235,495.2314924
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» Olympic Sports Â» Winter Olympic Sports Â» Olympic Skiing,Third Party,320x50,"Grand Rapids-Kalamazoo, Michigan",Smart RTB+ (Smartadserver),955768,764614,468173,318,19,1492.375476,479.0525278
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» Olympic Sports Â» Winter Olympic Sports Â» Olympic Ice Hockey,Third Party,300x250,"West Palm Beach-Ft. Pierce, Florida",Google Ad Manager,977351,781881,478746,344,21,1525.752958,489.7666995
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» Olympic Sports Â» Winter Olympic Sports,Third Party,300x250,"Grand Rapids-Kalamazoo, Michigan",Google Ad Manager,993189,794551,486504,335,21,1547.293332,496.6811596
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» NBA Finals,Third Party,300x50,"Chicago, Illinois",Google Ad Manager,981584,785267,480819,325,17,1529.071799,490.8320475
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» Grammy Awards,Third Party,320x50,"Mobile, Alabama-Pensacola, Florida",Google Ad Manager,1037752,830202,508333,357,19,1612.512276,517.6164406
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events Â» FIFA World Cup,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",BidSwitch,1020360,816288,499813,323,22,1582.941847,508.1243329
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Special Events,Third Party,320x50,"Indianapolis, Indiana",Yieldmo,1135295,908236,556113,425,24,1740.383678,558.6631606
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Holidays Â» St Patrick's Day,Third Party,300x250,"Jacksonville, Florida",TripleLift,917684,734147,449518,290,12,1447.98605,464.8035221
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Holidays Â» Earth Day,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",BidSwitch,1025558,820446,502359,335,15,1593.931812,511.6521117
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Holidays Â» Cinco de Mayo,Third Party,300x250,"Chicago, Illinois",Google Ad Manager,985797,788638,482883,330,5,1544.122129,495.6632034
Choose your advertiser name,Lotame Â» Holidays & Special Events Â» Holidays,Third Party,300x250,"Detroit, Michigan",Google Ad Manager,1162140,929712,569263,375,23,1787.457811,573.7739573
Choose your advertiser name,Lotame Â» Holidays & Special Events,Third Party,320x50,"Chicago, Illinois",BidSwitch,1192147,953718,583962,360,12,1823.519979,585.3499133
Choose your advertiser name,Lotame Â» Healthy Living Â» Dieting & Weight Loss,Third Party,320x50,"Indianapolis, Indiana",BidSwitch,1052144,841715,515382,321,18,1627.804412,522.5252163
Choose your advertiser name,Lotame Â» Healthy Living,Third Party,320x50,"South Bend-Elkhart, Indiana",Magnite DV+,958908,767126,469711,303,16,1475.730583,473.7095171
Choose your advertiser name,Lotame Â» Food & Restaurants Â» Thanksgiving Food,Third Party,300x50,"Ft. Wayne, Indiana",Magnite DV+,1038633,830906,508764,350,24,1609.261767,516.5730272
Choose your advertiser name,Lotame Â» Food & Restaurants Â» Restaurants & Dining,Third Party,320x50,"Chicago, Illinois",Sharethrough,988124,790499,484023,355,20,1536.28154,493.1463743
Choose your advertiser name,Lotame Â» Food & Restaurants Â» Holiday Bakers,Third Party,300x250,"Jackson, Mississippi",BidSwitch,986472,789178,483214,336,8,1540.355962,494.4542638
Choose your advertiser name,Lotame Â» Food & Restaurants Â» Food & Beverages,Third Party,300x250,"Atlanta, Georgia",Index Exchange,1069493,855594,523880,323,15,1655.515701,531.42054
Choose your advertiser name,Lotame Â» Food & Restaurants,Third Party,320x50,"West Palm Beach-Ft. Pierce, Florida",Google Ad Manager,1080895,864716,529466,362,17,1670.874901,536.3508432
Choose your advertiser name,Lotame Â» Entertainment Â» Video Games Â» Online Games,Third Party,320x50,"Chicago, Illinois",Magnite DV+,958150,766520,469340,303,4,1495.663781,480.1080737
Choose your advertiser name,Lotame Â» Entertainment Â» Video Games Â» Console Games,Third Party,320x50,"Chicago, Illinois",Magnite DV+,994974,795979,487378,296,16,1551.421786,498.0063933
Choose your advertiser name,Lotame Â» Entertainment Â» Video Games,Third Party,320x50,"Nashville, Tennessee",Index Exchange,1021686,817349,500463,357,18,1587.711803,509.6554888
Choose your advertiser name,Lotame Â» Entertainment Â» Television,Third Party,300x250,"Ft. Myers-Naples, Florida",BidSwitch,1054954,843963,516759,437,26,1633.185684,524.2526046
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation Â» Water Sports,Third Party,300x250,"Louisville, Kentucky",Xandr - Monetize SSP (AppNexus),927916,742333,454530,297,18,1455.098749,467.0866984
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation Â» Soccer,Third Party,300x250,"Grand Rapids-Kalamazoo, Michigan",BidSwitch,988423,790738,484169,276,22,1533.830072,492.3594531
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation Â» Motor Sports,Third Party,300x250,"Indianapolis, Indiana",BidSwitch,918891,735113,450110,308,29,1444.958917,463.8318124
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation Â» Hockey,Third Party,320x50,"Lansing, Michigan",Yieldmo,937460,749968,459205,296,12,1471.096762,472.2220606
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation Â» Golf,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",OpenX,929820,743856,455463,319,15,1462.95114,469.6073159
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation Â» Football,Third Party,300x250,"Lafayette, Indiana",BidSwitch,964042,771234,472227,347,25,1507.278878,483.8365198
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation Â» Basketball,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",BidSwitch,983166,786533,481594,313,12,1533.299128,492.1890201
Choose your advertiser name,Lotame Â» Entertainment Â» Sports & Recreation,Third Party,320x50,"Champaign & Springfield-Decatur,Illinois",Magnite DV+,1113272,890618,545325,390,21,1712.949414,549.8567619
Choose your advertiser name,Lotame Â» Entertainment Â» Pop Culture & Celebrity Gossip,Third Party,300x250,"Jackson, Mississippi",Google Ad Manager,1084364,867491,531165,341,17,1671.494907,536.5498651
Choose your advertiser name,Lotame Â» Entertainment Â» Music,Third Party,300x250,"Nashville, Tennessee",BidSwitch,1025043,820034,502107,314,30,1590.191083,510.4513376
Choose your advertiser name,Lotame Â» Entertainment Â» Movies,Third Party,300x250,"Peoria-Bloomington, Illinois",BidSwitch,1085140,868112,531545,362,12,1676.824421,538.2606391
Choose your advertiser name,Lotame Â» Entertainment,Third Party,300x50,"Miami-Ft. Lauderdale, Florida",PubMatic,1160761,928609,568587,369,10,1776.473217,570.2479027
Choose your advertiser name,Lotame Â» Business Â» Career & Employment,Third Party,300x250,"Atlanta, Georgia",BidSwitch,1084683,867746,531321,340,20,1679.2352,539.0344992
Choose your advertiser name,Lotame Â» Business,Third Party,320x50,"Detroit, Michigan",Google Ad Manager,1131381,905105,554196,360,13,1740.646412,558.7474983
Choose your advertiser name,Lotame Â» B2B Â» Professional Groups,Third Party,320x50,"Detroit, Michigan",PubMatic,953274,762619,466952,277,13,1493.119189,479.2912597
Choose your advertiser name,Lotame Â» B2B,Third Party,320x50,"Detroit, Michigan",BidSwitch,1032601,826081,505809,363,9,1603.882736,514.8463583
Choose your advertiser name,Lotame Â» Automobiles Â» Automobile Types Â» Luxury Cars,Third Party,320x50,"Nashville, Tennessee",Index Exchange,923166,738533,452204,265,11,1444.477723,463.6773491
Choose your advertiser name,Lotame Â» Automobiles,Third Party,300x50,"Indianapolis, Indiana",Index Exchange,1032973,826378,505991,353,13,1600.306119,513.6982642
Choose your advertiser name,Lotame Â» Arts & Culture Â» Reading,Third Party,300x250,"Nashville, Tennessee",Google Ad Manager,1040587,832470,509721,364,15,1610.57513,516.9946167
Choose your advertiser name,Lotame Â» Arts & Culture Â» Crafts and Hobbies,Third Party,300x250,"Jacksonville, Florida",Google Ad Manager,1084037,867230,531005,322,14,1671.118969,536.429189
Choose your advertiser name,Lotame Â» Arts & Culture Â» Books & Magazines,Third Party,300x250,"Atlanta, Georgia",Google Ad Manager,1043393,834714,511095,322,18,1612.928681,517.7501066
Choose your advertiser name,Lotame Â» Arts & Culture Â» Art,Third Party,320x50,"Nashville, Tennessee",Index Exchange,1112002,889602,544703,354,24,1708.671466,548.4835406
Choose your advertiser name,Lotame Â» Arts & Culture,Third Party,300x250,"Nashville, Tennessee",TripleLift,1130758,904606,553890,342,23,1736.848238,557.5282844
Choose your advertiser name,Lotame Â» Advanced Demographics Â» Religious or Spiritual,Third Party,300x250,"Monroe, Louisiana-El Dorado, Arkansas",BidSwitch,933310,746648,457173,336,24,1461.834511,469.248878
Choose your advertiser name,Lotame Â» Advanced Demographics Â» Relationship Status Â» Married,Third Party,320x50,"Orlando-Daytona Beach, Florida",Google Ad Manager,933656,746925,457342,277,9,1469.071212,471.5718591
Choose your advertiser name,"Lotame Â» Advanced Demographics Â» Household Income Â» $60,000 - $74,000",Third Party,300x250,"Atlanta, Georgia",Magnite DV+,922230,737784,451745,294,14,1455.664695,467.2683671
Choose your advertiser name,Lotame,Third Party,300x250,"Indianapolis, Indiana",Magnite DV+,1420421,1136337,695779,474,25,2095.228783,672.5684393
Choose your advertiser name,Location Â» Strip Malls,Third Party,320x50,"Miami-Ft. Lauderdale, Florida",OpenX,988658,790926,484284,348,18,1580.122819,507.2194249
Choose your advertiser name,Location Â» Senior Living Centers,Third Party,300x50,"Jackson, Mississippi",Google Ad Manager,988765,791012,484337,336,21,1580.167736,507.2338433
Choose your advertiser name,Location Â» Malls,Third Party,300x250,"Nashville, Tennessee",Google Ad Manager,1019004,815203,499149,342,12,1633.500213,524.3535684
Choose your advertiser name,Location Â» High End Fashion,Third Party,320x50,"Indianapolis, Indiana",BidSwitch,942131,753705,461494,347,15,1516.557889,486.8150824
Choose your advertiser name,Location Â» Fast Casual Restuarants,Third Party,300x250,"Indianapolis, Indiana",Google Ad Manager,1027121,821697,503125,334,21,1644.44141,527.8656926
Choose your advertiser name,Location Â» Concert Venues,Third Party,320x50,"Dothan, Alabama",BidSwitch,999949,799959,489815,349,26,1601.76092,514.1652553
Choose your advertiser name,Lifestyle Â» Travel Â» Weekend Traveler,Third Party,320x50,"Miami-Ft. Lauderdale, Florida",Yieldmo,1091878,873502,534845,277,17,1447.419045,464.6215134
Choose your advertiser name,Lifestyle Â» Travel Â» Pleasure Traveler,Third Party,300x250,"Detroit, Michigan",Google Ad Manager,1407974,1126379,689682,330,14,1861.585079,597.5688104
Choose your advertiser name,Lifestyle Â» Stores Â» Recent Retail Visit by Shopper - Walmart,Third Party,300x250,"Jacksonville, Florida",OpenX,1538958,1231166,753843,367,20,2041.085582,655.1884718
Choose your advertiser name,Lifestyle Â» Shopper Segments Â» Recent Clothing Shopper - Discount,Third Party,320x50,"Detroit, Michigan",Google Ad Manager,1735690,1388552,850210,432,18,2301.049579,738.6369149
Choose your advertiser name,Lifestyle Â» Shopper Segments Â» Recent Clothing Shopper - All,Third Party,300x250,"Grand Rapids-Kalamazoo, Michigan",PubMatic,1885198,1508158,923445,416,10,2501.371825,802.9403558
Choose your advertiser name,Lifestyle Â» Shopper Segments Â» Discount Shoppers,Third Party,300x250,"Chicago, Illinois",Google Ad Manager,1844602,1475682,903560,392,13,2440.915227,783.5337879
Choose your advertiser name,Lifestyle Â» Leisure Activities/Hobbies Â» Athlete,Third Party,300x250,"Charleston, South Carolina",Google Ad Manager,1619339,1295471,793217,357,4,2162.192588,694.0638207
Choose your advertiser name,Lifestyle Â» Individual- Age Range Â» Age: 55 and above,Third Party,300x250,"Knoxville, Tennessee",Google Ad Manager,3399557,2719646,1665239,715,13,4442.260957,1425.965767
Choose your advertiser name,Lifestyle Â» Individual- Age Range Â» Age: 35-44,Third Party,300x250,"Atlanta, Georgia",Google Ad Manager,1470270,1176216,720197,349,14,1957.046929,628.2120642
Choose your advertiser name,Lifestyle Â» Higher Education Segments Â» Moms,Third Party,300x250,"Jacksonville, Florida",Google Ad Manager,1312383,1049906,642857,320,19,1728.327678,554.7931846
Choose your advertiser name,Lifestyle Â» Health and Diet Â» Commute: 15+ Miles,Third Party,320x50,"Miami-Ft. Lauderdale, Florida",Magnite DV+,1299169,1039335,636385,306,23,1714.224343,550.2660141
Choose your advertiser name,Lifestyle Â» Health and Diet Â» Commute: <5 Miles,Third Party,300x50,"Indianapolis, Indiana",Google Ad Manager,2455493,1964394,1202798,525,5,3236.499629,1038.916381
Choose your advertiser name,Lifestyle Â» Fast Food & Drive-in Restaurant Â» Fast Food Diner,Third Party,300x250,"Tampa-St Petersburg (Sarasota), Florida",Google Ad Manager,2295794,1836635,1124572,526,10,3036.668908,974.7707195
Choose your advertiser name,Lifestyle Â» Fast Food & Drive-in Restaurant Â» Casual and Fast Food Diners,Third Party,300x250,"Knoxville, Tennessee",PubMatic,2844694,2275755,1393445,615,7,3758.742672,1206.556398
Choose your advertiser name,Lifestyle Â» Employment Status Â» Employed,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",Google Ad Manager,3699407,2959526,1812118,753,18,4862.576548,1560.887072
Choose your advertiser name,Life Stages and Events Â» Education and Career Â» Job Seekers,Third Party,300x250,"Chicago, Illinois",Index Exchange,1093441,874753,535611,359,18,1619.581251,519.8855816
Choose your advertiser name,Life Stages and Events,Third Party,320x50,"Chicago, Illinois",Google Ad Manager,1283204,1026563,628565,393,15,1891.488825,607.1679128
Choose your advertiser name,Job Function Â» Female Employees,Third Party,320x50,"Ft. Myers-Naples, Florida",Index Exchange,3651855,2921484,1788825,755,21,4802.774887,1541.690739
Choose your advertiser name,Insurance,Third Party,300x250,"Atlanta, Georgia",BidSwitch,933476,746781,457254,313,12,1494.560338,479.7538685
Choose your advertiser name,In-Market» Shopper Segments Â» Mattress Buyer,Third Party,320x50,"Tampa-St Petersburg (Sarasota), Florida",BidSwitch,1248357,998686,611495,316,15,1676.400722,538.1246318
Choose your advertiser name,In-Market» Shopper Segments Â» Furniture Buyers,Third Party,300x50,"Tampa-St Petersburg (Sarasota), Florida",Magnite DV+,1254562,1003650,614535,329,23,1681.90314,539.8909079
Choose your advertiser name,In-Market» Mobile Service Provider Â» Mobile Phone Buyer - Verizon,Third Party,300x250,"Atlanta, Georgia",Google Ad Manager,1360163,1088130,666262,326,17,1781.618594,571.8995687
Choose your advertiser name,In-Market» Mobile Service Provider Â» Mobile Phone Buyer - T-Mobile,Third Party,320x50,"Chicago, Illinois",BidSwitch,1449564,1159651,710054,338,42,1958.103368,628.5511811
Choose your advertiser name,In-Market» Mobile Service Provider Â» Mobile Phone Buyer - AT&T,Third Party,300x250,"Atlanta, Georgia",Google Ad Manager,1446750,1157400,708676,348,25,1911.091395,613.4603378
Choose your advertiser name,In-Market» Home Ownership Â» Home Buyers,Third Party,300x250,"Atlanta, Georgia",Magnite DV+,1160010,928008,568219,298,10,1555.405803,499.2852628
Choose your advertiser name,In-Market Â» Sports Equipment and Outdoor Gear Â» Team Sports (incl. Football and Baseball),Third Party,320x50,"Detroit, Michigan",Google Ad Manager,1063153,850522,520775,363,15,1623.721618,521.2146394
Choose your advertiser name,In-Market Â» Sports Equipment and Outdoor Gear,Third Party,300x250,"Jackson, Mississippi",Google Ad Manager,1244942,995954,609823,423,11,1885.356387,605.1994002
Choose your advertiser name,In-Market Â» Home and Garden,Third Party,320x50,"Grand Rapids-Kalamazoo, Michigan",BidSwitch,1358430,1086744,665413,435,12,2091.549981,671.3875439
Choose your advertiser name,In-Market Â» Health and Fitness,Third Party,320x50,"Ft. Myers-Naples, Florida",BidSwitch,1064570,851656,521469,359,15,1664.227391,534.2169925
Choose your advertiser name,In-Market Â» Fashion and Apparel Â» Clothing,Third Party,300x250,"Orlando-Daytona Beach, Florida",Google Ad Manager,1077671,862137,527886,330,18,1706.5929,547.8163209
Choose your advertiser name,In-Market Â» Fashion and Apparel Â» Accessories,Third Party,320x50,"Chicago, Illinois",Smart RTB+ (Smartadserver),919189,735351,450255,294,20,1471.748803,472.4313658
Choose your advertiser name,In-Market Â» Fashion and Apparel,Third Party,320x50,"Orlando-Daytona Beach, Florida",BidSwitch,1107432,885946,542465,363,21,1749.956951,561.7361813
Choose your advertiser name,In-Market Â» Childrens (Kids) Products Â» Toys,Third Party,300x250,"Chicago, Illinois",Google Ad Manager,1063378,850702,520885,325,10,1644.974632,528.0368569
Choose your advertiser name,In-Market Â» Childrens (Kids) Products,Third Party,300x250,"Nashville, Tennessee",Sovrn,1170813,936650,573511,386,12,1813.071392,581.9959168
Choose your advertiser name,In-Market Â» Arts and Crafts,Third Party,320x50,"Chicago, Illinois",OpenX,980874,784699,480471,338,12,1502.499227,482.3022519
Choose your advertiser name,In-Market,Third Party,300x50,"Nashville, Tennessee",Google Ad Manager,1856309,1485047,909294,583,17,2802.414538,899.5750667
Choose your advertiser name,Home & Garden,Third Party,320x50,"Miami-Ft. Lauderdale, Florida",BidSwitch,2389691,1911753,1170566,813,19,3434.941061,1102.616081
Choose your advertiser name,Home & Garden,Third Party,300x250,"Atlanta, Georgia",OpenX,978170,782536,479147,339,26,1506.577855,483.6114915
Choose your advertiser name,Hobbies and Interests (Affinity) Â» Shopping Â» Children's Product Shoppers,Third Party,320x50,"Chicago, Illinois",TripleLift,1072983,858386,525590,406,24,1658.926327,532.515351
Choose your advertiser name,Hobbies and Interests (Affinity) Â» Shopping,Third Party,300x250,"Miami-Ft. Lauderdale, Florida",TripleLift,1408449,1126759,689915,441,17,2131.834813,684.318975
Choose your advertiser name,Hobbies and Interests (Affinity) Â» Science and Humanities,Third Party,300x50,"Chicago, Illinois",Google Ad Manager,1454924,1163939,712680,410,9,2214.954856,711.0005088
Choose your advertiser name,Hobbies and Interests (Affinity) Â» Pets Â» Cats,Third Party,320x50,"Orlando-Daytona Beach, Florida",Google Ad Manager,1060104,848083,519281,384,16,1632.655463,524.0824036
Choose your advertiser name,Hobbies and Interests (Affinity) Â» Pets,Third Party,300x250,"Nashville, Tennessee",OpenX,967538,774030,473939,324,19,1460.235948,468.7357393
Choose your advertiser name,Hobbies and Interests (Affinity) Â» Parenting and Family,Third Party,300x250,"Tampa-St Petersburg (Sarasota), Florida",Google Ad Manager,1074277,859422,526224,379,12,1639.745291,526.3582384
Choose your advertiser name,Hobbies and Interests (Affinity) Â» Outdoor Activities,Third Party,300x250,"Detroit, Michigan",PubMatic,1191707,953366,583746,455,8,1761.433844,565.4202639
